County,Precinct Short Name,Delegates to County Convention,Long Name,State Delegate Equivalents,Unplaced County,Unplaced Precinct,caucusaddress,caucuscity,caucussite,caucuszip,congressionaldistrict,countycode,entrytype,precinctname
Davis,NW,11,Northwest,0.33,Davis,,20471Old Highway 2,Bloomfield,4 H Building at the Fair Grounds,52537,2.0,26.0,MANUAL,North West
Davis,SE,10,Southeast,0.3,Davis,,20471 Old Highway 2,Bloomfield,4 H Building at the Fair Grounds,52537,2.0,26.0,AUTO,South East
Davis,SW,7,Southwest,0.21,Davis,,20471Old Highway 2,Bloomfield,4 H Building at the Fair Grounds,52537,2.0,26.0,MANUAL,South West
Decatur,BL,36,BL/FA/Lamoni,1.6941176470588235,Decatur,,108 South Chestnut,Lamoni,Lamoni Community Center,50140,5.0,27.0,AUTO,Bloomington Fayette Lamoni I
Decatur,BU,4,BU/HA/MO/NB/Davis City/Pleasanton,0.18823529411764706,Decatur,,108 South Chestnut,Lamoni,Lamoni Community Center,50140,5.0,27.0,AUTO,Burrell New Buda Davis City
Decatur,DE,3,DE/Decatur City,0.1411764705882353,Decatur,,203 N.E. 2nd,Leon,Leon Community Center,50144,5.0,27.0,AUTO,Decatur Decatur City
Decatur,GG,7,GG/HP/WE/Garden Grove/LeRoy,0.32941176470588235,Decatur,,203 N.E. 2nd,Leon,Leon Community Center,50144,5.0,27.0,AUTO,Garden Grove Garden Grove Leroy
Decatur,GR,4,GR/RL/Grand River,0.18823529411764706,Decatur,,203 N.E. 2nd,Leon,Leon Community Center,50144,5.0,27.0,AUTO,Grand River Richland Grand River
Decatur,LC,9,FR/LC/Van Wert/Weldon,0.4235294117647059,Decatur,,203 N.E. 2nd,Leon,Leon Community Center,50144,5.0,27.0,AUTO,Long Creek Van Wert
Decatur,LE,22,CE/ED/Leon,1.0352941176470587,Decatur,,203 N.E.2nd,Leon,Leon Community Center,50144,5.0,27.0,MANUAL,Leon
Delaware,ADHG,7,Adams/Hazel Green,0.525,Delaware,,,,,,,,,
Delaware,CL,5,Colony,0.375,Delaware,,1101 Doctor Street,Manchester,West Delaware Community Middle School,52057,1.0,28.0,AUTO,Colony
Delaware,DH,7,Delhi/Delaware Corp,0.525,Delaware,,1101 Doctor Street,Manchester,West Delaware Community Middle School,52057,1.0,28.0,AUTO,Delhi Twp
Delaware,DW,6,Delaware,0.45,Delaware,,,,,,,,,
Delaware,HCEK,9,Honey Creek/Elk,0.6749999999999999,Delaware,,,,,,,,,
Delaware,MC1,12,Manchester Ward 1,0.8999999999999999,Delaware,,1101 Doctor Street,Manchester,West Delaware Community Middle School,52057,1.0,28.0,AUTO,Manchester Pct 1
Delaware,MC2,14,Manchester Ward 2,1.05,Delaware,,1101 Doctor Street,Manchester,West Delaware Community Middle School,52057,1.0,28.0,AUTO,Manchester Pct 2
Delaware,MC3,16,Manchester Ward 3,1.2,Delaware,,1101 Doctor Street,Manchester,West Delaware Community Middle School,52057,1.0,28.0,AUTO,Manchester Pct 3
Delaware,MLPR,12,Milo/Prairie,0.8999999999999999,Delaware,,,,,,,,,
Delaware,ONNFBM,13,Oneida/N Fork/Bremen,0.975,Delaware,,,,,,,,,
Delaware,RLCG,9,Richland/Coffins Grove,0.6749999999999999,Delaware,,,,,,,,,
Delaware,SFUN,10,South Fork/Union,0.75,Delaware,,,,,,,,,
Des Moines,BU1T,6,PCT 1T,2.16,Des Moines,,,,,,,,,
Des Moines,BU2,7,PCT 2,2.52,Des Moines,,,,,,,,,
Des Moines,BU3,5,PCT 3,1.7999999999999998,Des Moines,,,,,,,,,
Des Moines,BU4,5,PCT 4,1.7999999999999998,Des Moines,,,,,,,,,
Des Moines,BU5,5,PCT 5,1.7999999999999998,Des Moines,,,,,,,,,
Des Moines,BU6,3,PCT 6,1.08,Des Moines,,,,,,,,,
Des Moines,BU7,6,PCT 7,2.16,Des Moines,,,,,,,,,
Des Moines,BU8C,8,PCT 8,2.88,Des Moines,,,,,,,,,
Des Moines,BU9,7,PCT 9,2.52,Des Moines,,,,,,,,,
Des Moines,DM,3,PCT DM,1.08,Des Moines,,419 South Main Street,Danville,Danville Jr/Sr High School,52623,2.0,29.0,AUTO,Danville Town / Danville Twp
Des Moines,FM,5,PCT FM,1.7999999999999998,Des Moines,,13702 Washington Rd,West Burlington,Des Moines CoConservation,52655,2.0,29.0,MANUAL,Flint River Twp / Middletown
Des Moines,HJ,2,PCT HJ,0.72,Des Moines,,5601 205th Street,Mediapolis,Two Rivers Office Building,52637,2.0,29.0,AUTO,Benton / Huron / Jackson Twps
Des Moines,MY,4,PCT MY,1.44,Des Moines,,725 Northfield,Mediapolis,Mediapolis High School,52637,2.0,29.0,AUTO,Mediapolis Town / Franklin & Yellow Spring Twps
Des Moines,PW,1,PCT PW,0.36,Des Moines,,20454 Eastern Avenue,Yarmouth,Yarmouth Fire Station,52660,2.0,29.0,AUTO,Pleasant Grove / Washington Twps
Des Moines,UNION,2,PCT UNION,0.72,Des Moines,,,,,,,,,
Des Moines,WB,6,PCT WB,2.16,Des Moines,,408 W Van Wiess Blvd,West Burlington,West Burlington Jr/Sr High School,52655,2.0,29.0,AUTO,West Burlington Town
Dickinson,PCT 01,5,Precinct No. 01,0.625,Dickinson,,,,,,,,,
Dickinson,PCT 02,5,Precinct No. 02,0.625,Dickinson,,,,,,,,,
Dickinson,PCT 03,6,Precinct No. 03,0.75,Dickinson,,,,,,,,,
Dickinson,PCT 04,2,Precinct No. 04,0.25,Dickinson,,,,,,,,,
Dickinson,PCT 05,7,Precinct No. 05,0.875,Dickinson,,,,,,,,,
Dickinson,PCT 06,2,Precinct No. 06,0.25,Dickinson,,,,,,,,,
Dickinson,PCT 07,1,Precinct No. 07,0.125,Dickinson,,,,,,,,,
Dickinson,PCT 08,14,Precinct No. 08,1.75,Dickinson,,,,,,,,,
Dickinson,PCT 09,1,Precinct No. 09,0.125,Dickinson,,,,,,,,,
Dickinson,PCT 10,4,Precinct No. 10-City-Wahpeton-W Okoboji,0.5,Dickinson,,,,,,,,,
Dickinson,PCT 11,6,Precinct No. 11,0.75,Dickinson,,,,,,,,,
Dickinson,PCT 12,4,Precinct No. 12,0.5,Dickinson,,,,,,,,,
Dickinson,PCT 13,6,Precinct No. 13,0.75,Dickinson,,,,,,,,,
Dickinson,PCT 14,4,Precinct No. 14,0.5,Dickinson,,,,,,,,,
Dickinson,PCT 15,13,Precinct No. 15,1.625,Dickinson,,,,,,,,,
Dubuque,09A,8,Dubuque_09a,2.1333333333333333,Dubuque,,,,,,,,,
Dubuque,1,10,Dubuque_01,2.6666666666666665,Dubuque,,2001 Radford Road,Dubuque,Dubuque Roosevelt School,52002,1.0,31.0,AUTO,Precinct 01
Dubuque,10,11,Dubuque_10,2.933333333333333,Dubuque,,1800 Clarke Drive,Dubuque,Dubuque Senior High School,52001,1.0,31.0,AUTO,Precinct 10
Dubuque,11,8,Dubuque_11,2.1333333333333333,Dubuque,,1800 Clarke Drive,Dubuque,Dubuque Senior High School,52001,1.0,31.0,AUTO,Precinct 11
Dubuque,12,10,Dubuque_12,2.6666666666666665,Dubuque,,1800 Clarke Drive,Dubuque,Dubuque Senior High School,52001,1.0,31.0,AUTO,Precinct 12
Dubuque,13,7,Dubuque_13,1.8666666666666667,Dubuque,,1800 Clarke Drive,Dubuque,Dubuque Senior High School,52001,1.0,31.0,AUTO,Precinct 13
Dubuque,14,6,Dubuque_14,1.6,Dubuque,,1800 Clarke Drive,Dubuque,Dubuque Senior High School,52001,1.0,31.0,AUTO,Precinct 14
Dubuque,15,8,Dubuque_15,2.1333333333333333,Dubuque,,1800 Clarke Drive,Dubuque,Dubuque Senior High School,52001,1.0,31.0,AUTO,Precinct 15
Dubuque,16,5,Dubuque_16,1.3333333333333333,Dubuque,,1800 Clarke Drive,Dubuque,Dubuque Senior High School,52001,1.0,31.0,AUTO,Precinct 16
Dubuque,17,5,Dubuque_17,1.3333333333333333,Dubuque,,1800 Clarke Drive,Dubuque,Dubuque Senior High School,52001,1.0,31.0,AUTO,Precinct 17
Dubuque,18,7,Dubuque_18,1.8666666666666667,Dubuque,,1800 Clarke Drive,Dubuque,Dubuque Senior High School,52001,1.0,31.0,AUTO,Precinct 18
Dubuque,19,10,Dubuque_19,2.6666666666666665,Dubuque,,1800 Clarke Drive,Dubuque,Dubuque Senior High School,52001,1.0,31.0,AUTO,Precinct 19
Dubuque,2,12,Dubuque_02,3.2,Dubuque,,2001 Radford Road,Dubuque,Dubuque Roosevelt School,52002,1.0,31.0,AUTO,Precinct 02
Dubuque,20,11,Dubuque_20,2.933333333333333,Dubuque,,1800 Clarke Drive,Dubuque,Dubuque Senior High School,52001,1.0,31.0,AUTO,Precinct 20
Dubuque,3,7,Dubuque_03,1.8666666666666667,Dubuque,,1800 Clarke Drive,Dubuque,Dubuque Senior High School,52001,1.0,31.0,AUTO,Precinct 03
Dubuque,31,11,Dubuque_31,2.933333333333333,Dubuque,,2001 Radford Road,Dubuque,Dubuque Roosevelt School,52002,1.0,31.0,AUTO,Precinct 31
Dubuque,32,10,Dubuque_32,2.6666666666666665,Dubuque,,703 13th Ave SE,Dyersville,Dyersville Royal Lanes and Supper Club,52040,1.0,31.0,AUTO,Precinct 32
Dubuque,33,7,Dubuque_33,1.8666666666666667,Dubuque,,2001 Radford Road,Dubuque,Dubuque Roosevelt School,52002,1.0,31.0,AUTO,Precinct 33
Dubuque,34,10,Dubuque_34,2.6666666666666665,Dubuque,,703 13th Ave SE,Dyersville,Dyersville Royal Lanes and Supper Club,52040,1.0,31.0,AUTO,Precinct 34
Dubuque,35,4,Dubuque_35,1.0666666666666669,Dubuque,,703 13th Ave SE,Dyersville,Dyersville Royal Lanes and Supper Club,52040,1.0,31.0,AUTO,Precinct 35
Dubuque,36,7,Dubuque_36,1.8666666666666667,Dubuque,,2001 Radford Road,Dubuque,Dubuque Roosevelt School,52002,1.0,31.0,AUTO,Precinct 36
Dubuque,37,3,Dubuque_37,0.8,Dubuque,,703 13th Ave SE,Dyersville,Dyersville Royal Lanes and Supper Club,52040,1.0,31.0,AUTO,Precinct 37
Dubuque,38,3,Dubuque_38,0.8,Dubuque,,703 13th Ave SE,Dyersville,Dyersville Royal Lanes and Supper Club,52040,1.0,31.0,AUTO,Precinct 38
Dubuque,39,5,Dubuque_39,1.3333333333333333,Dubuque,,703 13th Ave SE,Dyersville,Dyersville Royal Lanes and Supper Club,52040,1.0,31.0,AUTO,Precinct 39
Dubuque,4,12,Dubuque_04,3.2,Dubuque,,2001 Radford Road,Dubuque,Dubuque Roosevelt School,52002,1.0,31.0,AUTO,Precinct 04
Dubuque,40,4,Dubuque_40,1.0666666666666669,Dubuque,,703 13th Ave SE,Dyersville,Dyersville Royal Lanes and Supper Club,52040,1.0,31.0,AUTO,Precinct 40
Dubuque,41,7,Dubuque_41,1.8666666666666667,Dubuque,,1800 Clarke Drive,Dubuque,Dubuque Senior High School,52001,1.0,31.0,AUTO,Precinct 41
Dubuque,42,7,Dubuque_42,1.8666666666666667,Dubuque,,703 13th Ave SE,Dyersville,Dyersville Royal Lanes and Supper Club,52040,1.0,31.0,AUTO,Precinct 42
Dubuque,43,9,Dubuque_43,2.4,Dubuque,,703 13th Ave SE,Dyersville,Dyersville Royal Lanes and Supper Club,52040,1.0,31.0,AUTO,Precinct 43
Dubuque,44,1,Dubuque_44,0.26666666666666666,Dubuque,,2001 Radford Road,Dubuque,Dubuque Roosevelt School,52002,1.0,31.0,AUTO,Precinct 44
Dubuque,45,6,Dubuque_45,1.6,Dubuque,,1800 Clarke Drive,Dubuque,Dubuque Senior High School,52001,1.0,31.0,AUTO,Precinct 45
Dubuque,5,11,Dubuque_05,2.933333333333333,Dubuque,,2001 Radford Road,Dubuque,Dubuque Roosevelt School,52002,1.0,31.0,AUTO,Precinct 05
Dubuque,6,9,Dubuque_06,2.4,Dubuque,,2001 Radford Road,Dubuque,Dubuque Roosevelt School,52002,1.0,31.0,AUTO,Precinct 06
Dubuque,7,12,Dubuque_07,3.2,Dubuque,,2001 Radford Road,Dubuque,Dubuque Roosevelt School,52002,1.0,31.0,AUTO,Precinct 07
Dubuque,8,7,Dubuque_08,1.8666666666666667,Dubuque,,2001 Radford Road,Dubuque,Dubuque Roosevelt School,52002,1.0,31.0,AUTO,Precinct 08
Emmet,1,4,,0.4571428571428571,Emmet,AG-IL-Armstrong,519 6th Street,Armstrong,Armstrong Community Center,50514,4.0,32.0,AUTO,AG-IL-ARMSTRONG
Emmet,10,3,,0.3428571428571429,Emmet,Estherville Ward 5,421 1st Ave. N,Estherville,Emmet County Farm Bureau Building,51334,4.0,32.0,AUTO,EVILLE-WARD 5
Emmet,11,2,,0.22857142857142854,Emmet,HL-TM-Wallingford,421 1st Ave. N,Estherville,Emmet County Farm Bureau Building,51334,4.0,32.0,AUTO,HL-TM-WALLINGFORD
Emmet,2,1,,0.11428571428571427,Emmet,CN-SL-Gruver,519 6th Street,Armstrong,Armstrong Community Center,50514,4.0,32.0,AUTO,CN-SL-GRUVER
Emmet,3,2,,0.22857142857142854,Emmet,DM-JC-Ringsted,519 6th Street,Armstrong,Armstrong Community Center,50514,4.0,32.0,AUTO,DM-JC-RINGSTED
Emmet,4,1,,0.11428571428571427,Emmet,EL-LN-Dolliver,519 6th Street,Armstrong,Armstrong Community Center,50514,4.0,32.0,AUTO,EL-LN-DOLLIVER
Emmet,5,2,,0.22857142857142854,Emmet,Emmet-Estherville,421 1st Ave. N,Estherville,Emmet County Farm Bureau Building,51334,4.0,32.0,AUTO,EM-ES
Emmet,6,5,,0.5714285714285714,Emmet,Estherville Ward 1,421 1st Ave. N,Estherville,Emmet County Farm Bureau Building,51334,4.0,32.0,AUTO,EVILLE-WARD 1
Emmet,7,5,,0.5714285714285714,Emmet,Estherville Ward 2,421 1st Ave. N,Estherville,Emmet County Farm Bureau Building,51334,4.0,32.0,AUTO,EVILLE-WARD 2
Emmet,8,6,,0.6857142857142857,Emmet,Estherville Ward 3,421 1st Ave. N,Estherville,Emmet County Farm Bureau Building,51334,4.0,32.0,AUTO,EVILLE-WARD 3
Emmet,9,4,,0.4571428571428571,Emmet,Estherville Ward 4,421 1st Ave. N,Estherville,Emmet County Farm Bureau Building,51334,4.0,32.0,AUTO,EVILLE-WARD 4
Fayette,AU,2,AUBURN TWP,0.24,Fayette,,102 E. Main St.,Hawkeye,Hawkeye Community Hall,52147,1.0,33.0,AUTO,Auburn Twp
Fayette,BF,4,BANKS-FREMONT TWP,0.48,Fayette,,135 3rdSt. S,Maynard,Maynard Comm Center,50655,1.0,33.0,MANUAL,Banks-Fremont Twp.
Fayette,BW,4,BETHEL-WINDSOR TWP,0.48,Fayette,,102 E. Main St.,Hawkeye,Hawkeye Community Hall,52147,1.0,33.0,AUTO,Bethel-Windsor Twp.
Fayette,CE,1,CENTER TWP,0.12,Fayette,,135 3rd St.S,Maynard,Maynard Comm Center,50655,1.0,33.0,MANUAL,Center Twp
Fayette,CL,4,CLERMONT TWP,0.48,Fayette,,23493 Canoe Rd.,Elgin,Valley School Library,52141,1.0,33.0,AUTO,Clermont Twp
Fayette,DV,2,DOVER TWP,0.24,Fayette,,210 N VineSt.,West Union,West Union Library,52175,1.0,33.0,MANUAL,Dover Twp
Fayette,ED,2,EDEN TWP,0.24,Fayette,,102 E. Main St.,Hawkeye,Hawkeye Community Hall,52147,1.0,33.0,AUTO,Eden Twp
Fayette,FB,3,FAIRBANK INC,0.36,Fayette,,307 8th Ave. SE,Oelwein,Oelwein Comm Center and High SchoolLibrary,50662,1.0,33.0,MANUAL,Fairbank Inc
Fayette,FP,4,FAIRFIELD-PUTNAM TWP,0.48,Fayette,,711 Main St.,Arlington,Arlington Library,50606,1.0,33.0,AUTO,Fairfield-Putnam Twp.
Fayette,HL,4,HARLAN TWP,0.48,Fayette,,135 3rd St.S,Maynard,Maynard Comm Center,50655,1.0,33.0,MANUAL,Harlan Twp
Fayette,IL,3,ILLYRIA TWP,0.36,Fayette,,23493 Canoe Rd.,Elgin,Valley School Library,52141,1.0,33.0,AUTO,Illyria Twp
Fayette,JF,3,JEFFERSON TWP,0.36,Fayette,,307 8th Ave. SE,Oelwein,Oelwein Comm Center and High School Library,50662,1.0,33.0,AUTO,Jefferson Twp
Fayette,OE1,8,OELWEIN - WARD 1,0.96,Fayette,,307 8th Ave. SE,Oelwein,Oelwein Comm Center and High SchoolLibrary,50662,1.0,33.0,MANUAL,Oelwein Ward 1
Fayette,OE2,7,OELWEIN - WARD 2,0.84,Fayette,,307 8th Ave. SE,Oelwein,Oelwein Comm Center and High SchoolLibrary,50662,1.0,33.0,MANUAL,Oelwein Ward 2
Fayette,OE3,9,OELWEIN - WARD 3,1.08,Fayette,,307 8th Ave. SE,Oelwein,Oelwein Comm Center and High SchoolLibrary,50662,1.0,33.0,MANUAL,Oelwein Ward 3
Fayette,OE4,11,OELWEIN - WARD 4,1.3199999999999998,Fayette,,307 8th Ave. SE,Oelwein,Oelwein Comm Center and High School Library,50662,1.0,33.0,AUTO,Oelwein Ward 4
Fayette,OR,2,ORAN TWP,0.24,Fayette,,307 8th Ave. SE,Oelwein,Oelwein Comm Center and High SchoolLibrary,50662,1.0,33.0,MANUAL,Oran Twp
Fayette,PL,5,PLEASANT VALLEY TWP,0.6,Fayette,,23493 Canoe Rd.,Elgin,Valley School Library,52141,1.0,33.0,AUTO,Pleasant Valley Twp
Fayette,SC,1,SCOTT TWP,0.12,Fayette,,307 8th Ave. SE,Oelwein,Oelwein Comm Center and High School,50662,1.0,33.0,MANUAL,Scott Twp
Fayette,SF,1,SMITHFIELD TWP,0.12,Fayette,,711 Main St.,Arlington,Arlington Library,50606,1.0,33.0,AUTO,Smithfield Twp
Fayette,UN,1,UNION TWP,0.12,Fayette,,210 N VineSt.,West Union,West Union Library,52175,1.0,33.0,MANUAL,Union Twp
Fayette,WE1,5,WEST UNION - WARD 1,0.6,Fayette,,210 N VineSt.,West Union,West Union Library,52175,1.0,33.0,MANUAL,West Union Ward 1
Fayette,WE2,3,WEST UNION - WARD 2,0.36,Fayette,,210 N VineSt.,West Union,West Union Library,52175,1.0,33.0,MANUAL,West Union Ward 2
Fayette,WE3,4,WEST UNION - WARD 3,0.48,Fayette,,210 N VineSt.,West Union,West Union Library,52175,1.0,33.0,MANUAL,West Union Ward 3
Fayette,WF,7,WESTFIELD TWP,0.84,Fayette,,605 Washington St.,Fayette,Fayette Library,52142,1.0,33.0,AUTO,Westfield Twp
Floyd,CC1,14,Charles City Corp/CC1,1.5555555555555554,Floyd,,1 Comet Drive,Charles City,Charles City High School,50616,4.0,34.0,AUTO,Charles City 1 (Library)
Floyd,CC2,17,Charles City Corp/CC2,1.8888888888888888,Floyd,,1 Comet Drive,Charles City,Charles City High School,50616,4.0,34.0,AUTO,Charles City 2 (Messiah)
Floyd,CC3,15,Charles City Corp/CC3,1.6666666666666663,Floyd,,1 Comet Drive,Charles City,Charles City High School,50616,4.0,34.0,AUTO,Charles City 3 (N Cedar Terrace)
Floyd,FLCENI,8,Floyd-Cedar-Niles,0.8888888888888888,Floyd,,,,,,,,,
Floyd,RFUL,8,Rockford-Ulster,0.8888888888888888,Floyd,,,,,,,,,
Floyd,RGRU,13,Rock Grove-Rudd,1.4444444444444444,Floyd,,,,,,,,,
Floyd,SCRV,10,St Charles-Riverton,1.1111111111111112,Floyd,,,,,,,,,
Floyd,SCUNPG,5,Scott-Union-Pleasant Grove,0.5555555555555556,Floyd,,,,,,,,,
Franklin,GNIGEM,6,GENEVA/ INGHAM/ EAST MOTT,0.3333333333333333,Franklin,,,,,,,,,
Franklin,GROC,4,GRANT/ OSCEOLA,0.2222222222222222,Franklin,,,,,,,,,
Franklin,HLLERV,5,HAMILTON/ LEE/ REEVE,0.2777777777777778,Franklin,,,,,,,,,
Franklin,HP1,8,HAMPTON 1,0.4444444444444444,Franklin,,101 12th Ave.,Latimer,Hampton-Dumont High School-Cafeteria,50452,4.0,35.0,AUTO,Hampton 1
Franklin,HP2,10,HAMPTON 2,0.5555555555555556,Franklin,,101 12th Ave.,Latimer,Hampton-Dumont High School-Cafeteria,50452,4.0,35.0,AUTO,Hampton 2
Franklin,HP3,12,HAMPTON 3,0.6666666666666666,Franklin,,101 12th Ave.,Latimer,Hampton-Dumont High School-Cafeteria,50452,4.0,35.0,AUTO,Hampton 3
Franklin,HP4,11,HAMPTON 4,0.6111111111111109,Franklin,,101 12th Ave.,Latimer,Hampton-Dumont High School-Cafeteria,50452,4.0,35.0,AUTO,Hampton 4
Franklin,MA,5,MARION,0.2777777777777778,Franklin,,,,,,,,,
Franklin,OKMG,5,OAKLAND/ MORGAN,0.2777777777777778,Franklin,,1441 Gull Ave.,Latimer,C.A.L. Community School Cafeteria,50452,4.0,35.0,AUTO,Oakland/Morgan
Franklin,RLRSWF,16,RICHLAND/ ROSS/ WEST FORK,0.8888888888888888,Franklin,,,,,,,,,
Franklin,WMO,4,WEST MOTT TOWNSHIP,0.2222222222222222,Franklin,,,,,,,,,
Franklin,WRSC,4,WISNER/ SCOTT,0.2222222222222222,Franklin,,1441 Gull Ave.,Latimer,C.A.L. Community School Cafeteria,50452,4.0,35.0,AUTO,Wisner/Scott
Fremont,FG,8,Farragut,0.6,Fremont,,907 Hartford  Ave.,Farragut,Farragut Community School,51639,5.0,36.0,MANUAL,Farragut Pct
Fremont,GNRSSC,11,Green Riverside Scott,0.825,Fremont,,626 Main Street,Tabor City,Tabor City Hall,51653,5.0,36.0,AUTO,Green Riverside Scott Pct
Fremont,HB,7,Hamburg/Washington,0.525,Fremont,,,,,,,,,
Fremont,RT,2,Riverton,0.15,Fremont,,907 Hartford  Ave.,Farragut,Farragut Community School Library,51639,5.0,36.0,AUTO,Riverton Pct
Fremont,SN,12,Sidney,0.8999999999999999,Fremont,,800 Illinois St.,Sydney,"First Community Bank, Community Room",51652,5.0,36.0,AUTO,Sidney Pct
Greene,CENTRAL,5,Central Precinct,0.6,Greene,,1000 West Lincoln Way,Jefferson,"Clover Hall, Greene County Hospital",50129,4.0,37.0,AUTO,Central Precinct
Greene,EAST,7,East Precinct,0.84,Greene,,,Grand Junction,Grand Junction Community Center,50107,4.0,37.0,AUTO,East Precinct
Greene,J1,8,Jefferson 1 Precinct,0.96,Greene,,220 N Chestnut Street,Jefferson,City Hall,50129,4.0,37.0,AUTO,Jefferson 1
Greene,J2,8,Jefferson 2 Precinct,0.96,Greene,,219 E Lincolnway,Jefferson,Greene County Fairgrounds,50129,4.0,37.0,AUTO,Jefferson 2
Greene,J3,12,Jefferson 3 Precinct,1.44,Greene,,1000 West Lincoln Way,Jefferson,"Public Health Room, Green County Hospital",50129,4.0,37.0,AUTO,Jefferson 3
Greene,NORTH,6,North Precinct,0.72,Greene,,414 Sand St,Churdan,Churdan Library,50050,4.0,37.0,AUTO,North Precinct
Greene,WEST,4,West Precinct,0.48,Greene,,737 220th St.,Seranton,Home of Curly Eason,51462,4.0,37.0,AUTO,West Precinct
Grundy,P1,9,PRECINCT 1,0.9,Grundy,,610 East Center St.,Conrad,Conrad High School,50621,3.0,38.0,AUTO,P1 Conrad/Beaman
Grundy,P2,3,PRECINCT 2,0.30000000000000004,Grundy,,706 G Ave,Grundy Center,"Courthouse, 3rd Floor",50638,3.0,38.0,AUTO,P2 Palermo/Washington
Grundy,P3,4,PRECINCT 3,0.4,Grundy,,515 N. Adams St.,Wellsburg,Library,50680,3.0,38.0,AUTO,P3 Wellsburg
Grundy,P4,3,PRECINCT 4,0.30000000000000004,Grundy,,21755 GrundyHighway 35,Holland,New Hope Fellowship,50642,3.0,38.0,MANUAL,P4 Holland
Grundy,P5,14,PRECINCT 5,1.4,Grundy,,133 E. Elder St.,Dike,"Library, East door",50624,3.0,38.0,AUTO,P5 Dike
Grundy,P6,13,PRECINCT 6,1.3,Grundy,,208 Broad Street,Reinbeck,Memorial Building,50669,3.0,38.0,AUTO,P6 Reinbeck
Grundy,P7,14,PRECINCT 7,1.4,Grundy,,706 G. Ave.,Grundy Center,Courthouse,50638,3.0,38.0,AUTO,P7 Grundy Center
Guthrie ,1,5,,0.4285714285714286,,,,,,,,,,
Guthrie ,2,16,,1.3714285714285714,,,,,,,,,,
Guthrie ,3,6,,0.5142857142857142,,,,,,,,,,
Guthrie ,4,14,,1.2,,,,,,,,,,
Guthrie ,5,8,,0.6857142857142857,,,,,,,,,,
Guthrie ,6,16,,1.3714285714285714,,,,,,,,,,
Guthrie ,7,3,,0.2571428571428571,,,,,,,,,,
Guthrie ,8,2,,0.17142857142857146,,,,,,,,,,
Hamilton,PCT 1,7,PCT 1 CASS FREEDOM FREMONT INDEPENDENCE,0.7000000000000001,Hamilton,,,,,,,,,
Hamilton,PCT 2,5,PCT 2 BLAIRSBURG LIBERTY WILLIAMS,0.5,Hamilton,,,,,,,,,
Hamilton,PCT 3,11,PCT 3 CLEAR LAKE HAMILTON MARION WEBSTER,1.1,Hamilton,,,,,,,,,
Hamilton,PCT 4,12,PCT 4 LYON ELLSWORTH,1.2000000000000002,Hamilton,,,,,,,,,
Hamilton,PCT 5,6,PCT 5 LINCOLN ROSE GROVE SCOTT,0.6000000000000001,Hamilton,,,,,,,,,
Hamilton,WC1,17,Webster City 1,1.7000000000000002,Hamilton,,1001 Lynx Avenue,Webster City,Webster City High School,50595,4.0,40.0,AUTO,Webster City 1
Hamilton,WC2,20,Webster City 2,2.0,Hamilton,,1001 Lynx Avenue,Webster City,Webster City High School,50595,4.0,40.0,AUTO,Webster City 2
Hamilton,WC3,12,Webster City 3,1.2000000000000002,Hamilton,,1001 Lynx Avenue,Webster City,Webster City High School,50595,4.0,40.0,AUTO,Webster City 3
Hancock,1,6,Precinct 01,0.6000000000000001,Hancock,,305 Walnut Street,Forest City,Forest City Christian School,50436,4.0,41.0,AUTO,Madison Ellington (F.C.)
Hancock,10,2,Precinct 10,0.2,Hancock,,204 E. Main,Klemme,Klemme Community Center Council Room,50449,4.0,41.0,AUTO,"Avery, Goodell"
Hancock,2,2,Precinct 02,0.2,Hancock,,170 Main Ave. South,Britt,Britt Municipal Building,50423,4.0,41.0,AUTO,"Crystal Township, Crystal Lake"
Hancock,3,2,Precinct 03,0.2,Hancock,,170 Main Ave. South,Britt,Britt Municipal Building,50423,4.0,41.0,AUTO,"Bingham, Woden"
Hancock,4,10,Precinct 04,1.0,Hancock,,170 Main Ave. South,Britt,Britt Municipal Building,50423,4.0,41.0,AUTO,"Britt, Erin, Orthel"
Hancock,5,1,Precinct 05,0.1,Hancock,,875 State Street,Garner,Law Enforcement Center Supervisors Office,50438,4.0,41.0,AUTO,Garfield
Hancock,6,17,Precinct 06,1.7000000000000002,Hancock,,875 State Street,Garner,Law Enforcement Center Basement,50438,4.0,41.0,AUTO,Concord Garner
Hancock,7,4,Precinct 07,0.4,Hancock,,204 E. Main,Klemme,Klemme Community Center Council Room,50449,4.0,41.0,AUTO,"Ell Liberty, Klemme"
Hancock,8,2,Precinct 08,0.2,Hancock,,110 Wayne Street,Corwith,Corwith Community Center,50430,4.0,41.0,AUTO,Boone Magor Corwith
Hancock,9,4,Precinct 09,0.4,Hancock,,423 E. 5th Street,Kanawha,West Hancock Junior High School Lunchroom,50447,4.0,41.0,AUTO,Amsterdam Twin Lakes
Hardin,AL,10,Alden/Buckeye,0.72,Hardin,,209 Center Street,Alden,Alden School,50006,4.0,42.0,AUTO,Alden/Buckeye Pct
Hardin,CC,16,Concord/Sherman/Grant/Tip,1.1520000000000001,Hardin,,102 Menominee,Radcliffe,EMS Building,50230,4.0,42.0,AUTO,Concord/Sherman/Grant/Tipton Pct
Hardin,EL,12,Eldora/Pleasant/Prov/Unio,0.8639999999999999,Hardin,,1101 10th Street,Eldora,Elementary School Gymnasium,50672,4.0,42.0,AUTO,Eldora City Pct
